Security Id,Security Name,Industry
INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,Other Industrial Products
INFORTEC,INFORMED TECHNOLOGIES INDIA LTD.,BPO/KPO
KAIRA,KAIRA CAN CO.LTD.,Containers & Packaging
ORIENTABRA,ORIENT ABRASIVES LTD.-$,Other Industrial Products
NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,Realty
DUNCANENG,Duncan Engineering Ltd-$,Auto Parts & Equipment
SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,Mining
STOVACQ,STOVEC INDUSTRIES LTD.,Industrial Machinery
TATAYODOGA,TAYO ROLLS LTD.-$,Iron & Steel/Interm.Products
TINPLATE,TINPLATE COMPANY OF INDIA LTD.,Containers & Packaging
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Holding Companies
ZWELCAST,WELCAST STEELS LTD.,Other Industrial Products
WMINIMT,WESTERN MINISTIL LTD.,Iron & Steel/Interm.Products
AUTOAXLES,AUTOMOTIVE AXLES LTD.,Auto Parts & Equipment
ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,Auto Parts & Equipment
SETCO,SETCO AUTOMOTIVE LTD.,Auto Parts & Equipment
INRADIA,INDIA RADIATORS LTD.,Auto Parts & Equipment
SCOOTER,SCOOTERS INDIA LTD.,2/3 Wheelers
TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.,Auto Parts & Equipment
ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$,Auto Parts & Equipment
SMLISUZU,SML ISUZU LIMITED,Commercial Vehicles
TIL,TIL LTD.,Transport Related Services
EICHERMOT,EICHER MOTORS LTD.,2/3 Wheelers
JAINEX,JAINEX AAMCOL LTD.,Auto Parts & Equipment
ALFREDHE,ALFRED HERBERT (INDIA) LTD.,Finance (including NBFCs)
VELJAN,Veljan Denison Limited,Auto Parts & Equipment
DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.-$,Industrial Machinery
GGDANDE,G.G.DANDEKAR MACHINE WORKS LTD.,Industrial Machinery
GMM,GMM PFAUDLER LTD.,Industrial Machinery
KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,Industrial Machinery
TULIVE,Tulive Developers Limited,Other Industrial Goods
KPT,KPT Industries Ltd,Industrial Machinery
LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS LTD.,Industrial Machinery
LYNMC,LYNX MACHINERY & COMMERCIALS LTD.,Industrial Machinery
MANUGRAPH,MANUGRAPH INDIA LTD.-$,Industrial Machinery
MIRCH,Mirch Technologies (India) Ltd,Industrial Machinery
MONOT,MONOTYPE INDIA LTD.,Misc.Commercial Services
NESCO,NESCO LTD.,Misc.Commercial Services
INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.,Industrial Machinery
REVATHI,REVATHI EQUIPMENT LTD.-$,Industrial Machinery
TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,Realty
WENDT,WENDT (INDIA) LTD.,Industrial Machinery
SINDUVA,SINDU VALLEY TECHNOLOGIES LTD.,IT Consulting & Software
RESPONIND,RESPONSIVE INDUSTRIES LTD.,Furniture-Furnishing-Paints
SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,Other Financial Services
MAHACORP,MAHARASHTRA CORPORATION LTD.,Comm.Trading  & Distribution
DOLAT,DOLAT INVESTMENTS LTD.,Other Financial Services
WESTLIFE,WESTLIFE DEVELOPMENT LTD.,Restaurants
ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,Broadcasting & Cable TV
GOLDCORP,Goldcrest Corporation Limited,Finance (including NBFCs)
ZKOVALIN,KOVALAM INVESTMENT & TRADING CO.LTD.,Misc.Commercial Services
SVPGLOB,SVP GLOBAL VENTURES LTD.,Textiles
MULTIIN,MULTIPLUS HOLDINGS LTD.,Misc.Commercial Services
SKYLMILAR,SKYLINE MILLARS LTD.,Commercial Vehicles
BIMETAL,BIMETAL BEARINGS LTD.-$,Auto Parts & Equipment
TAPARIA,TAPARIA TOOLS LTD.,Iron & Steel Products
BHARATGEAR,BHARAT GEARS LTD.,Auto Parts & Equipment
BRADYM,BRADY & MORRIS ENGINEERING CO.LTD.,Commercial Vehicles
LATIMMETAL,La Tim Metal & Industries Ltd,Other Industrial Goods
ELECON,ELECON ENGINEERING CO.LTD.,Industrial Machinery
DECANBRG,DECCAN BEARINGS LTD.,Industrial Machinery
GRAUWEIL,GRAUER & WEIL (INDIA) LTD.-$,Commodity Chemicals
GAJRA,GAJRA BEVEL GEARS LTD.-$,Auto Parts & Equipment
HIMTEK,Him Teknoforge Ltd,Auto Parts & Equipment
GABRIEL,GABRIEL INDIA LTD.-$,Auto Parts & Equipment
HERCULES,HERCULES HOISTS LTD.,Industrial Machinery
HINDEVER,HINDUSTAN EVEREST TOOLS LTD.,Other Industrial Goods
IFBIND,IFB INDUSTRIES LTD.,Household Appliances
SINGER,SINGER INDIA LTD.,Household Appliances
INTLCOMBQ,INTERNATIONAL COMBUSTION (INDIA) LTD.,Industrial Machinery
FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,Auto Parts & Equipment
JOSTS,JOST'S ENGINEERING CO.LTD.,Industrial Machinery
SCHAEFFLER,Schaeffler India Ltd,Industrial Machinery
RANEHOLDIN,RANE HOLDINGS LTD.,Auto Parts & Equipment
ROLCOEN,ROLCON ENGINEERING CO.LTD.,Other Industrial Products
SNL,SNL BEARINGS LTD.,Other Industrial Goods
JAIPAN,JAIPAN INDUSTRIES LTD.,Household Appliances
MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,Finance (including NBFCs)
TRF,TRF LTD.-$,Industrial Machinery
WPIL,WPIL LTD.,Industrial Machinery
KENNAMET,KENNAMETAL INDIA LTD.-$,Industrial Machinery
HINDHARD,Hindustan Hardy Ltd,Auto Parts & Equipment
TRITONV,TRITON VALVES LTD.,Auto Parts & Equipment
SUDAI,SUDAL INDUSTRIES LTD.,Aluminium
PRAKASH,PRAKASH INDUSTRIES LTD.,Iron & Steel/Interm.Products
HVL,Hariyana Ventures Ltd,Iron & Steel/Interm.Products
ZPRBHSTE,PRABHU STEEL INDUSTRIES LTD.,Iron & Steel/Interm.Products
ARSHIYA,Arshiya Limited,Transportation - Logistics
GRINDWELL,GRINDWELL NORTON LTD.-$,Other Industrial Products
LAKPRE,LAKSHMI PRECISION SCREWS LTD.,Iron & Steel Products
STANROS,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,Investment Companies
GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.,IT Software Products
ALNATRD,ALNA TRADING & EXPORTS LTD.,Comm.Trading  & Distribution
PANKAJPIYUS,Pankaj Piyush Trade & Investment Ltd,Auto Parts & Equipment
PARNAXLAB,PARNAX LAB LTD.,Pharmaceuticals
INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.,Plastic Products
VIVIDHA,VISAGAR POLYTEX LTD.,Textiles
ISHWATR,ISHWARSHAKTI HOLDINGS & TRADERS LTD.,Finance (including NBFCs)
TERRAFORM,TERRAFORM MAGNUM LTD.,Other Financial Services
APIS,APIS INDIA LTD.,Other Food Products
ZKHATAUE,KHATAU EXIM LTD.,Comm.Trading  & Distribution
EMERGENT,Emergent Industrial Solutions Ltd,Comm.Trading  & Distribution
KANANIIND,KANANI INDUSTRIES LTD.,Other Apparels & Accessories
GCKL,Galaxy Cloud Kitchens Ltd-$,Packaged Foods
ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.,Misc.Commercial Services
ASL,Arihant Superstructures Limited,Realty
VIKSHEN,VIKSIT ENGINEERING LTD.,Comm.Trading  & Distribution
BLISSGVS,BLISS GVS PHARMA LTD.,Pharmaceuticals
INEOSSTYRO,INEOS Styrolution India Ltd,Specialty Chemicals
ALEMBICLTD,ALEMBIC LTD.,Pharmaceuticals
AMNPLST,AMINES & PLASTICIZERS LTD.,Commodity Chemicals
ANUHPHR,ANUH PHARMA LTD.,Pharmaceuticals
MODISNME,MODISON METALS LTD.-$,Other Elect.Equip./ Prod.
BAYERCROP,BAYER CROPSCIENCE LTD.,Agrochemicals
SASHWAT,Sashwat Technocrats Limited,Construction Materials
CHEMOPH,CHEMO PHARMA LABORATORIES LTD.,Pharmaceuticals
CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD.,Specialty Chemicals
COROMANDEL,COROMANDEL INTERNATIONAL LTD.,Fertilizers
DEEPAKNI,DEEPAK NITRITE LTD.-$,Commodity Chemicals
DHARAMSI,DHARAMSI MORARJI CHEMICAL CO.LTD.,Specialty Chemicals
FERMENTA,Fermenta Biotech Ltd,Pharmaceuticals
GOCLCORP,GOCL Corporation Ltd-$,Specialty Chemicals
JAYCH,JAYSHREE CHEMICALS LTD.,Commodity Chemicals
JLMORI,J.L.MORISON (INDIA) LTD.,Personal Products
KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD.,Commodity Chemicals
KELENRG,KELTECH ENERGIES LTD.,Specialty Chemicals
KEMP,KEMP & COMPANY LTD.,Containers & Packaging
NITTAGELA,NITTA GELATIN INDIA LTD.-$,Specialty Chemicals
MPAGI,M.P.AGRO INDUSTRIES LTD.,Fertilizers
ORIENTCQ,ORIENTAL CARBON & CHEMICALS LTD.-$,Commodity Chemicals
PHILIPCARB,PHILLIPS CARBON BLACK LTD.,Carbon Black
AMAL,AMAL LTD.,Specialty Chemicals
POLYCHEM,POLYCHEM LTD.,Commodity Chemicals
PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,Agrochemicals
GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.,Commodity Chemicals
SADHNANIQ,SADHANA NITROCHEM LTD.,Commodity Chemicals
SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.,Specialty Chemicals
ULTRAMAR,ULTRAMARINE & PIGMENTS LTD.-$,Specialty Chemicals
TRANSPEK,TRANSPEK INDUSTRY LTD.-$,Commodity Chemicals
UNICHEMLAB,UNICHEM LABORATORIES LTD.,Pharmaceuticals
MYSORPETRO,MYSORE PETRO CHEMICALS LTD.-$,Commodity Chemicals
ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.-$,Specialty Chemicals
TUTIALKA,Tuticorin Alkali Chemicals And Fertilizers Ltd,Commodity Chemicals
ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,Pharmaceuticals
PACL,PUNJAB ALKALIES & CHEMICALS LTD.,Commodity Chemicals
TANFACIND,TANFAC INDUSTRIES LTD.-$,Commodity Chemicals
GUJPETR,GUJARAT PETROSYNTHESE LTD.,Fibres & Plastics
MASCH,MASTER CHEMICALS LTD.,Textiles
GUJTHEM,GUJARAT THEMIS BIOSYN LTD.,Pharmaceuticals
JAYSYN,JAYSYNTH DYESTUFF (INDIA) LTD.,Specialty Chemicals
MAKERSL,MAKERS LABORATORIES LTD.-$,Pharmaceuticals
CONTCHM,CONTINENTAL CHEMICALS LTD.,IT Software Products
JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICALS LTD.,Pharmaceuticals
IGLFXPL-B,INDO GULF INDUSTRIES LTD.,Specialty Chemicals
ADVPETR-B,ADVANCE PETROCHEMICALS LTD.,Commodity Chemicals
RAJSPTR,RAJASTHAN PETRO SYNTHETICS LTD.,Textiles
BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.,Textiles
JAGAJITIND,JAGATJIT INDUSTRIES LTD.,Breweries & Distilleries
KESARENT,KESAR ENTERPRISES LTD.-$,Sugar
TI,TILAKNAGAR INDUSTRIES LTD.-$,Breweries & Distilleries
EMERALL,Emerald Leisures Ltd,Other Leisure Facilities
RAVALSUGAR,RAVALGAON SUGAR FARM LTD.,Sugar
SAKHTISUG,SAKTHI SUGARS LTD.,Sugar
WALCHANNAG,WALCHANDNAGAR INDUSTRIES LTD.,Diversified
KHODAY,KHODAY INDIA LTD.-$,Breweries & Distilleries
IFBAGRO,IFB AGRO INDUSTRIES LTD.,Breweries & Distilleries
DHARSUGAR,DHARANI SUGARS & CHEMICALS LTD.,Sugar
KFBL,KOTHARI FERMENTATION & BIOCHEM LTD.,Other Food Products
CAPRO,CAPROLACTAM CHEMICALS LTD.,Commodity Chemicals
GMBREW,G.M.BREWERIES LTD.,Breweries & Distilleries
RANASUG,RANA SUGARS LTD.,Sugar
PICCASUG,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.,Sugar
RIGASUG,RIGA SUGAR COMPANY LTD.-$,Sugar
SDBL,SOM DISTILLERIES & BREWERIES LTD.,Breweries & Distilleries
CJGEL,C.J.GELATINE PRODUCTS LTD.,Specialty Chemicals
AMRITCORP,AMRIT CORP.LTD.-$,Packaged Foods
ASALCBR,ASSOCIATED ALCOHOLS & BREWERIES LTD.,Breweries & Distilleries
CORAGRO,COROMANDEL AGRO PRODUCTS & OILS LTD.,Edible Oils
FOODSIN,FOODS & INNS LTD.,Other Food Products
IVP,IVP LTD.,Commodity Chemicals
KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd,Other Food Products
OLYOI,OLYMPIC OIL INDUSTRIES LTD.,Other Agricultural Products
MLKFOOD,MILKFOOD LTD.,Packaged Foods
POLSON,POLSON LTD.,Specialty Chemicals
SAGRSOY-B,SAGAR SOYA PRODUCTS LTD.,Edible Oils
WIPRO,WIPRO LTD.,IT Consulting & Software
ORIBEVER,ORIENT BEVERAGES LTD.,Non-alcoholic Beverages
DHANUKA,DHANUKA AGRITECH LTD.,Agrochemicals
TTKHEALTH,TTK HEALTHCARE LTD.-$,Pharmaceuticals
TGVSL,TGV Sraac Ltd,Commodity Chemicals
LIMECHM,LIME CHEMICALS LTD.,Commodity Chemicals
KANPRPLA,KANPUR PLASTIPACK LTD.,Containers & Packaging
TAINWALCHM,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,Plastic Products
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.,Pharmaceuticals
KHAICHEM,KHAITAN CHEMICALS & FERTILIZERS LTD.,Fertilizers
UNTTEMI,UNITED LEASING & INDUSTRIES LTD.,Textiles
NOL,NATIONAL OXYGEN LTD.,Industrial Gases
GILLETTE,GILLETTE INDIA LTD.,Personal Products
WIREFABR,WIRES & FABRIKS (SA) LTD.,Textiles
ANSALHSG,Ansal Housing Ltd-$,Realty
MCCHRLS-B,MAC CHARLES (INDIA) LTD.,Hotels
ADDIND,ADDI INDUSTRIES LTD.-$,Other Apparels & Accessories
PIONRINV,PIONEER INVESTCORP LTD.,Other Financial Services
ASHNOOR,ASHNOOR TEXTILE MILLS LTD.,Textiles
UNITECH,UNITECH LTD.,Realty
VIPIND,V.I.P.INDUSTRIES LTD.-$,Other Apparels & Accessories
DHRUVES,DHRUV ESTATES LTD.,Realty
SCHABLON,SCHABLONA INDIA LTD.,Furniture-Furnishing-Paints
FIBERWEB,FIBERWEB (INDIA) LTD.,Plastic Products
LKPFIN,LKP Finance Limited,Other Financial Services
EASTBUILD,EAST BUILDTECH LTD.,Realty
MNPLFIN,MANIPAL FINANCE CORPORATION LTD.,Finance (including NBFCs)
BAJAJST,BAJAJ STEEL INDUSTRIES LTD.,Industrial Machinery
KIDUJA,KIDUJA INDIA LTD.,Finance (including NBFCs)
KEYCORP,KEY CORP LTD.,Finance (including NBFCs)
SHIKHARLETR,SHIKHAR LEASING & TRADING LTD.,Finance (including NBFCs)
GUJHOTE,GUJARAT HOTELS LTD.,Hotels
RAJATH,Rajath Finance Limited,Finance (including NBFCs)
RASRESOR,RAS RESORTS & APART HOTELS LTD.,Hotels
PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LTD.,Personal Products
JINDHOT,JINDAL HOTELS LTD.,Hotels
JPTRLES,JUPITER INDUSTRIES & LEASING LTD.,Finance (including NBFCs)
SIMMOND,SIMMONDS MARSHALL LTD.,Auto Parts & Equipment
BNALTD,B & A LTD.,Tea & Coffee
LEDOTEA,LEDO TEA CO.LTD.,Tea & Coffee
HAWKINCOOK,HAWKINS COOKERS LTD.-$,Houseware
WARRENTEA,WARREN TEA LTD.-$,Tea & Coffee
COCHMAL,COCHIN MALABAR ESTATES & INDUSTRIES LTD.,Auto Tyres & Rubber Products
BESTEAST,BEST EASTERN HOTELS LTD.,Hotels
NEAGI,NEELAMALAI AGRO INDUSTRIES LTD.,Tea & Coffee
ISTLTD,IST LTD.,Auto Parts & Equipment
COSMOFILMS,COSMO FILMS LTD.,Containers & Packaging
NEWMKTADV,NEW MARKETS ADVISORY LTD.,IT Software Products
APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.,Healthcare Facilities
NITINCAST,Nitin Castings Ltd,Misc.Commercial Services
SMIFS,SMIFS CAPITAL MARKETS LTD.,Other Financial Services
EVERESTIND,EVEREST INDUSTRIES LTD.,Cement & Cement Products
IRONWOOD,Ironwood Education Ltd,Education
MSRINDIA,MSR INDIA LTD.,Houseware
NORTHPR,NORTHERN PROJECTS LTD.,Misc.Commercial Services
JOYREALTY,Joy Realty Limited,Realty
AYMSYNTEX,AYM Syntex Ltd,Textiles
PANCARBON,PANASONIC CARBON INDIA CO.LTD.-$,Other Industrial Goods
FINKURVE,Finkurve Financial Services Ltd,Finance (including NBFCs)
HBLEAS,HB LEASING & FINANCE CO.LTD.,Finance (including NBFCs)
SHRICON,SHRICON INDUSTRIES LTD.,Finance (including NBFCs)
STRLGUA,STERLING GUARANTY & FINANCE LTD.,Finance (including NBFCs)
SULABEN,SULABH ENGINEERS & SERVICES LTD.,Finance (including NBFCs)
FRONTCAP,Frontier Capital Ltd,Misc.Commercial Services
NAVNETEDUL*,Navneet Education Limited,Publishing
KEDIACN,KEDIA CONSTRUCTION CO.LTD.,Realty
SATRAPROP,SATRA PROPERTIES (INDIA) LTD.,Realty
TRANOCE,TRANSOCEANIC PROPERTIES LTD.,Misc.Commercial Services
AUSOMENT,AuSom Enterprise Limited,Comm.Trading  & Distribution
RUCHINFRA,RUCHI INFRASTRUCTURE LTD.,Misc.Commercial Services
VJTFEDU,VJTF EDUSERVICES LTD.,Education
VOLLF,VOLTAIRE LEASING & FINANCE LTD.,Finance (including NBFCs)
NETLINK,NETLINK SOLUTIONS (INDIA) LTD.,IT Software Products
ZLEENCON,LEENA CONSULTANCY LTD.,Misc.Commercial Services
LANCORHOL,LANCOR HOLDINGS LTD.,Realty
INDINFO,INDIAN INFOTECH & SOFTWARE LTD.,IT Software Products
BANASFN,BANAS FINANCE LTD.,Misc.Commercial Services
VISAKAIND,VISAKA INDUSTRIES LTD.,Cement & Cement Products
INFOMEDIA,INFOMEDIA PRESS LTD.,Publishing
HATHWAYB,HATHWAY BHAWANI CABLETEL & DATACOM LTD.,Broadcasting & Cable TV
PRESSMN,Pressman Advertising Limited,Advertising & Media
GUFICBIO,GUFIC BIOSCIENCES LTD.,Pharmaceuticals
PHOTON,PHOTON CAPITAL ADVISORS LTD.,Misc.Commercial Services
OSWALEA,OSWAL LEASING LTD.,Misc.Commercial Services
GRPLTD,GRP LTD.,Auto Tyres & Rubber Products
INDAG,INDAG RUBBER LTD.-$,Auto Tyres & Rubber Products
MMRUBBR-B,MM RUBBER COMPANY LTD.,Auto Tyres & Rubber Products
PTL,PTL ENTERPRISES LTD.-$,Misc.Commercial Services
TVSSRICHAK,TVS SRICHAKRA LTD.-$,Auto Tyres & Rubber Products
SEL,Sanathnagar Enterprises Limited,Commodity Chemicals
BENARAS,BENARES HOTELS LTD.,Hotels
BHAGWOX,BHAGWATI OXYGEN LTD.,Commodity Chemicals
BOMOXY-B1,Bombay Oxygen Investments Ltd,Finance (including NBFCs)
CRAVATEX,CRAVATEX LTD.,Comm.Trading  & Distribution
BERGEPAINT,BERGER PAINTS INDIA LTD.,Furniture-Furnishing-Paints
CAPRIHANS,CAPRIHANS INDIA LTD.-$,Plastic Products
GRAPHITE,GRAPHITE INDIA LTD.,Other Industrial Goods
ITDCEM,ITD CEMENTATION INDIA LTD.,Construction & Engineering
EMPIND,EMPIRE INDUSTRIES LTD.,Diversified
GRAVISSHO,GRAVISS HOSPITALITY LTD.,Hotels
GARFIBRES,Garware Technical Fibres Ltd,Textiles
GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,Textiles
GOACARBON,GOA CARBON LTD.-$,Refineries/ Petro-Products
HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.,Specialty Chemicals
HEG,HEG LTD.,Other Industrial Goods
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,Auto Parts & Equipment
ZHINDHSG,HINDUSTAN HOUSING CO.LTD.,Housing Finance 
HIL,HIL LTD.,Cement & Cement Products
INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,Textiles
INTLCONV,INTERNATIONAL CONVEYORS LTD.,Plastic Products
JAYSHREETEA,JAY SHREE TEA & INDUSTRIES LTD.,Tea & Coffee
MODRNSH,MODERN SHARES & STOCKBROKERS LTD.,Other Financial Services
OSEASPR,OSEASPRE CONSULTANTS LTD.,Misc.Commercial Services
HUHTAMAKI,Huhtamaki India Ltd,Containers & Packaging
PREMSYN,PREMIER SYNTHETICS LTD.,Textiles
RJSHAH,R.J.SHAH & CO.LTD.,Realty
SHAHCON,SHAH CONSTRUCTION CO.LTD.,Realty
SHALPAINTS,SHALIMAR PAINTS LTD.-$,Furniture-Furnishing-Paints
SINNAR,SINNAR BIDI UDYOG LTD.,Cigarettes-Tobacco Products
HINDMILL,HINDOOSTAN MILLS LTD.,Textiles
ZSOUTGAS,SOUTHERN GAS LTD.,Commodity Chemicals
TECHCON,TECHNOJET CONSULTANTS LTD.,Electronic Components
SUPREMEIND,SUPREME INDUSTRIES LTD.,Plastic Products
THACKER,THACKER & CO.LTD.,Other Financial Services
TRADWIN,TRADE WINGS LTD.,Travel Support Services
VSTIND,VST INDUSTRIES LTD.,Cigarettes-Tobacco Products
SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD.,Comm.Trading  & Distribution
MADHUSE,MADHUSUDAN SECURITIES LTD.,Finance (including NBFCs)
YAMNINV,YAMINI INVESTMENTS COMPANY LTD.,Investment Companies
PREMCAP,PREMIER CAPITAL SERVICES LTD.,Other Elect.Equip./ Prod.
ZMILGFIN,Milgrey Finance & Investments Ltd,Misc.Commercial Services
JINDRILL,JINDAL DRILLING & INDUSTRIES LTD.,Exploration & Production
KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LTD.,Comm.Trading  & Distribution
JUMBFNL,JUMBO FINANCE LTD.,Misc.Commercial Services
SAKTHIFIN,SAKTHI FINANCE LTD.,Finance (including NBFCs)
WEIZFIN,WEIZMANN FINCORP LTD.,Finance (including NBFCs)
SATINDLTD,SAT INDUSTRIES LTD.-$,Comm.Trading  & Distribution
TVOLCON,TIVOLI CONSTRUCTION LTD.,Realty
SHIVTEX,SHIVA TEXYARN LTD.,Textiles
VBDESAI,V.B.DESAI FINANCIAL SERVICES LTD.,Other Financial Services
1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.,Finance (including NBFCs)
KAMANWALA,KAMANWALA HOUSING CONSTRUCTION LTD.,Realty
ASYAINFO,Asya Infosoft Limited,IT Consulting & Software
WSFIN,WALL STREET FINANCE LTD.,Finance (including NBFCs)
REMITR,REMI SECURITIES LTD.,Misc.Commercial Services
ANJANIFOODS,Anjani Foods Ltd,Packaged Foods
RKDAGRRTL,RKD Agri & Retail Ltd,Finance (including NBFCs)
PARSHWANA,PARSHWANATH CORPORATION LTD.,Realty
SURYAKR,SURYAKRIPA FINANCE LTD.,Transportation - Logistics
MILLENNIUM,Millennium Online Solutions ( India ) Ltd,Misc.Commercial Services
ICDSLTD,ICDS LTD.,Finance (including NBFCs)
CANFINHOME,CAN FIN HOMES LTD.,Housing Finance 
MUNCAPM,MUNOTH CAPITAL MARKET LTD.,Misc.Commercial Services
IVC,IL&FS INVESTMENT MANAGERS LTD.,Asset Management Cos.
SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO.LTD.,Finance (including NBFCs)
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Finance (including NBFCs)
SAGARSYST,SAGAR SYSTECH LTD.,Finance (including NBFCs)
IDINFO,ID Info Business Services Ltd,Other Financial Services
VLSFINANCE,VLS FINANCE LTD.,Other Financial Services
INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,Finance (including NBFCs)
ADMANUM,AD-MANUM FINANCE LTD.,Finance (including NBFCs)
MEGLON,MEGLON INFRA-REAL (INDIA) LTD.,Finance (including NBFCs)
MEHIF,MEHTA INTEGRATED FINANCE LTD.,Finance (including NBFCs)
INTRGLB,INTER GLOBE FINANCE LTD.,Finance (including NBFCs)
MCLTD,Munoth Communication Ltd,Other Financial Services
SHRISTI,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,Construction & Engineering
CREST,CREST VENTURES LIMITED,Finance (including NBFCs)
VAKRANGEE,Vakrangee Limited-$,IT Software Products
GUJCRED,GUJARAT CREDIT CORPORATION LTD.,Other Financial Services
SYLPH,SYLPH TECHNOLOGIES LTD.,Internet Software & Services
DHARFIN,DHARANI FINANCE LTD.,Finance (including NBFCs)
ALEXANDER,Alexander Stamps And Coin Ltd,Diversified
INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,Other Financial Services
BHARAT,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,Other Financial Services
CAPITALT,CAPITAL TRUST LTD.,Finance (including NBFCs)
USHAKIRA,USHAKIRAN FINANCE LTD.,Finance (including NBFCs)
VIVOBIOT,VIVO BIO TECH LTD.,Biotechnology
VEERHEALTH,Veerhealth Care Limited,Pharmaceuticals
PANINDIAC,PAN INDIA CORPORATION LTD.,IT Software Products
SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION LTD.,Housing Finance 
NDASEC,NDA SECURITIES LTD.,Other Financial Services
GSBFIN,GSB FINANCE LTD.,Finance (including NBFCs)
MORARKFI,MORARKA FINANCE LTD.,Finance (including NBFCs)
MONARCH,Monarch Networth Capital Ltd,Other Financial Services
PROFINC,PRO FIN CAPITAL SERVICES LTD.,Misc.Commercial Services
TIMESGTY,TIMES GUARANTY LTD.,Finance (including NBFCs)
SODFC,SOM DATT FINANCE CORPORATION LTD.,Finance (including NBFCs)
REGTRUS,REGENCY TRUST LTD.,Finance (including NBFCs)
AVONMORE,Avonmore Capital & Management Services Limited,Finance (including NBFCs)
LIBORDFIN,Libord Finance Ltd,Finance (including NBFCs)
YASHMGM,YASH MANAGEMENT & SATELLITE LTD.,Comm.Trading  & Distribution
ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.,Other Financial Services
ISLCONSUL,ISL CONSULTING LTD.,Other Financial Services
DCMFINSERV,DCM FINANCIAL SERVICES LTD.,Finance (including NBFCs)
JIKIND,JIK INDUSTRIES LTD.,Houseware
IMCAP,IM+ Capitals Limited,Finance (including NBFCs)
SAMBHAAV,SAMBHAAV MEDIA LTD.,Publishing
DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD.,Construction & Engineering
SUGALDAM,SUGAL & DAMANI SHARE BROKERS LTD.,Finance (including NBFCs)
NETTLINX,NETTLINX LTD.,IT Software Products
SCANSTL,Scan Steels Limited,Iron & Steel/Interm.Products
GICHSGFIN,GIC HOUSING FINANCE LTD.,Housing Finance 
MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.,Finance (including NBFCs)
AJCON,AJCON GLOBAL SERVICES LTD.,Other Financial Services
CHRTEDCA,CHARTERED CAPITAL & INVESTMENT LTD.,Other Financial Services
STANCAP,STANDARD CAPITAL MARKETS LTD.,Finance (including NBFCs)
PARSHINV,PARSHARTI INVESTMENT LTD.,Finance (including NBFCs)
CUBIFIN,CUBICAL FINANCIAL SERVICES LTD.,Finance (including NBFCs)
RELICTEC,RELIC TECHNOLOGIES LTD.,Other Financial Services
